RESPNUM_FK,comment_field,comment_group,comment_code,Comment,Sentiment
2663,Q8COM1,Q8,501,Increase airline staffing / check‑in too long / overburdened,Negative
2667,Q8COM1,Q8,102,Wider selection of restaurants,Negative
2668,Q8COM1,Q8,14,Charging stations / plugs don’t work / add more,Negative
2670,Q8COM1,Q8,5,Reduce delays / finish runway construction,Negative
2671,Q8COM1,Q8,994,Positive comment about seating/boarding areas,Positive
2672,Q8COM1,Q8,74,Rental car center too congested / far / not accessible,Negative
2673,Q8COM1,Q8,12,Elevators / escalators / people movers broken,Negative
2674,Q8COM1,Q8,203,Security process too confusing,Negative
2679,Q8COM1,Q8,5,Reduce delays / finish runway construction,Negative
2681,Q8COM1,Q8,11,Better Wi‑Fi / connection issues / info about Wi‑Fi,Negative
2684,Q8COM1,Q8,101,Too expensive / reduce prices / cheaper options,Negative
2685,Q8COM1,Q8,56,Could not find gate / signage insufficient,Negative
2688,Q8COM1,Q8,101,Too expensive / reduce prices / cheaper options,Negative
2691,Q8COM1,Q8,109,More high‑end restaurants,Negative
2692,Q8COM1,Q8,54,Add more boarding gate signs in more areas,Negative
2693,Q8COM1,Q8,32,Boarding areas too small / uncomfortable during delays,Negative
2694,Q8COM1,Q8,102,Wider selection of restaurants,Negative
2697,Q8COM1,Q8,60,Could not find information booths / staff,Negative
2698,Q8COM1,Q8,501,Increase airline staffing / check‑in too long / overburdened,Negative
2702,Q8COM1,Q8,24,More trash / recycling / compost bins,Negative
2703,Q8COM1,Q8,18,Change / improve / add artwork,Negative
2704,Q8COM1,Q8,1,General positive comment / everything is great,Positive
2705,Q8COM1,Q8,102,Wider selection of restaurants,Negative
2706,Q8COM1,Q8,41,Improve communications on gate changes / delays,Negative
2707,Q8COM1,Q8,11,Better Wi‑Fi / connection issues / info about Wi‑Fi,Negative
2708,Q8COM1,Q8,14,Charging stations / plugs don’t work / add more,Negative
2717,Q8COM1,Q8,5,Reduce delays / finish runway construction,Negative
2721,Q8COM1,Q8,52,Signage inaccurate / confusing,Negative
2722,Q8COM1,Q8,59,AirTrain signage nonexistent / confusing,Negative
2723,Q8COM1,Q8,14,Charging stations / plugs don’t work / add more,Negative
2724,Q8COM1,Q8,8,Staff (general) are great / excellent customer service,Positive
2725,Q8COM1,Q8,31,Need more seating at boarding areas,Negative
2726,Q8COM1,Q8,102,Wider selection of restaurants,Negative
2731,Q8COM1,Q8,51,Provide announcements / signs in other languages,Negative
2733,Q8COM1,Q8,14,Charging stations / plugs don’t work / add more,Negative
2735,Q8COM1,Q8,14,Charging stations / plugs don’t work / add more,Negative
2738,Q8COM1,Q8,11,Better Wi‑Fi / connection issues / info about Wi‑Fi,Negative
2739,Q8COM1,Q8,74,Rental car center too congested / far / not accessible,Negative
2743,Q8COM1,Q8,25,Add / bring back smoking areas,Negative
2746,Q8COM1,Q8,103,More casual/fast food options,Negative
2754,Q8COM1,Q8,102,Wider selection of restaurants,Negative
2757,Q8COM1,Q8,102,Wider selection of restaurants,Negative
2759,Q8COM1,Q8,152,Add a specific type of store,Negative
2761,Q8COM1,Q8,151,Wider selection of shops,Negative
2764,Q8COM1,Q8,501,Increase airline staffing / check‑in too long / overburdened,Negative
2765,Q8COM1,Q8,151,Wider selection of shops,Negative
2766,Q8COM1,Q8,74,Rental car center too congested / far / not accessible,Negative
2770,Q8COM1,Q8,1,General positive comment / everything is great,Positive
2776,Q8COM1,Q8,501,Increase airline staffing / check‑in too long / overburdened,Negative
2777,Q8COM1,Q8,102,Wider selection of restaurants,Negative
2779,Q8COM1,Q8,102,Wider selection of restaurants,Negative
2782,Q8COM1,Q8,102,Wider selection of restaurants,Negative
2798,Q8COM1,Q8,72,Approach by car too congested,Negative
2809,Q8COM1,Q8,105,Improve quality of food,Negative
2812,Q8COM1,Q8,1,General positive comment / everything is great,Positive
2815,Q8COM1,Q8,102,Wider selection of restaurants,Negative
2817,Q8COM1,Q8,75,More/cheaper parking / better signage & info,Negative
2819,Q8COM1,Q8,207,Immigration/customs staff rude,Negative
2820,Q8COM1,Q8,103,More casual/fast food options,Negative
2823,Q8COM1,Q8,76,Pickup/dropoff by car easier to navigate,Negative
2825,Q8COM1,Q8,11,Better Wi‑Fi / connection issues / info about Wi‑Fi,Negative
2827,Q8COM1,Q8,5,Reduce delays / finish runway construction,Negative
2828,Q8COM1,Q8,102,Wider selection of restaurants,Negative
2829,Q8COM1,Q8,52,Signage inaccurate / confusing,Negative
2832,Q8COM1,Q8,14,Charging stations / plugs don’t work / add more,Negative
2833,Q8COM1,Q8,53,Boarding signs rotate too quickly / text too small,Negative
2835,Q8COM1,Q8,8,Staff (general) are great / excellent customer service,Positive
2836,Q8COM1,Q8,75,More/cheaper parking / better signage & info,Negative
2840,Q8COM1,Q8,13,Luggage carts: more / free / available after security,Negative
2842,Q8COM1,Q8,1,General positive comment / everything is great,Positive
2843,Q8COM1,Q8,1,General positive comment / everything is great,Positive
2853,Q8COM1,Q8,201,Security lines too long,Negative
2854,Q8COM1,Q8,7,Update older areas / airport seems outdated,Negative
2857,Q8COM1,Q8,17,More facilities for families / children,Negative
8002,Q8COM1,Q8,1,General positive comment / everything is great,Positive
8004,Q8COM1,Q8,71,Approach signs inaccurate (which airline at which terminal),Negative
9001,Q8COM1,Q8,101,Too expensive / reduce prices / cheaper options,Negative
9004,Q8COM1,Q8,103,More casual/fast food options,Negative
10,Q8COM2,Q8,8,Staff (general) are great / excellent customer service,Positive
13,Q8COM2,Q8,151,Wider selection of shops,Negative
25,Q8COM2,Q8,208,Security staff polite/helpful/efficient,Positive
32,Q8COM2,Q8,61,Info booth personnel could not help / wrong info,Negative
33,Q8COM2,Q8,105,Improve quality of food,Negative
35,Q8COM2,Q8,14,Charging stations / plugs don’t work / add more,Negative
41,Q8COM2,Q8,63,Better signage/directions (general),Negative
44,Q8COM2,Q8,65,Better signage at arrivals / luggage pickup,Negative
50,Q8COM2,Q8,1,General positive comment / everything is great,Positive
55,Q8COM2,Q8,43,Make airport cleaner (general),Negative
72,Q8COM2,Q8,151,Wider selection of shops,Negative
76,Q8COM2,Q8,6,Airport seems crowded / cramped / noisy / too small / dimly lit,Negative
77,Q8COM2,Q8,32,Boarding areas too small / uncomfortable during delays,Negative
81,Q8COM2,Q8,3,Airport is OK / average (general),Neutral
90,Q8COM2,Q8,22,More / cleaner restrooms / fix facilities,Negative
105,Q8COM2,Q8,56,Could not find gate / signage insufficient,Negative
110,Q8COM2,Q8,105,Improve quality of food,Negative
112,Q8COM2,Q8,109,More high‑end restaurants,Negative
115,Q8COM2,Q8,74,Rental car center too congested / far / not accessible,Negative
134,Q8COM2,Q8,75,More/cheaper parking / better signage & info,Negative
137,Q8COM2,Q8,103,More casual/fast food options,Negative
142,Q8COM2,Q8,107,"More diet options (vegan, halal, gluten‑free)",Negative
147,Q8COM2,Q8,32,Boarding areas too small / uncomfortable during delays,Negative
153,Q8COM2,Q8,14,Charging stations / plugs don’t work / add more,Negative
166,Q8COM2,Q8,14,Charging stations / plugs don’t work / add more,Negative
175,Q8COM2,Q8,14,Charging stations / plugs don’t work / add more,Negative
177,Q8COM2,Q8,18,Change / improve / add artwork,Negative
185,Q8COM2,Q8,63,Better signage/directions (general),Negative
187,Q8COM2,Q8,101,Too expensive / reduce prices / cheaper options,Negative
193,Q8COM2,Q8,12,Elevators / escalators / people movers broken,Negative
194,Q8COM2,Q8,8,Staff (general) are great / excellent customer service,Positive
196,Q8COM2,Q8,74,Rental car center too congested / far / not accessible,Negative
211,Q8COM2,Q8,20,Open shops / currency / info booths earlier,Negative
212,Q8COM2,Q8,18,Change / improve / add artwork,Negative
213,Q8COM2,Q8,102,Wider selection of restaurants,Negative
221,Q8COM2,Q8,151,Wider selection of shops,Negative
229,Q8COM2,Q8,53,Boarding signs rotate too quickly / text too small,Negative
235,Q8COM2,Q8,10,Provide better service to those with disabilities,Negative
236,Q8COM2,Q8,104,"Add specific restaurant types (e.g., Asian, breakfast, pizza)",Negative
237,Q8COM2,Q8,102,Wider selection of restaurants,Negative
259,Q8COM2,Q8,102,Wider selection of restaurants,Negative
265,Q8COM2,Q8,31,Need more seating at boarding areas,Negative
273,Q8COM2,Q8,17,More facilities for families / children,Negative
292,Q8COM2,Q8,206,Security staff rude / treat passengers better,Negative
304,Q8COM2,Q8,1,General positive comment / everything is great,Positive
307,Q8COM2,Q8,14,Charging stations / plugs don’t work / add more,Negative
310,Q8COM2,Q8,101,Too expensive / reduce prices / cheaper options,Negative
322,Q8COM2,Q8,102,Wider selection of restaurants,Negative
345,Q8COM2,Q8,102,Wider selection of restaurants,Negative
369,Q8COM2,Q8,12,Elevators / escalators / people movers broken,Negative
386,Q8COM2,Q8,16,Add place to nap / sleep,Negative
387,Q8COM2,Q8,102,Wider selection of restaurants,Negative
388,Q8COM2,Q8,201,Security lines too long,Negative
398,Q8COM2,Q8,74,Rental car center too congested / far / not accessible,Negative
399,Q8COM2,Q8,60,Could not find information booths / staff,Negative
404,Q8COM2,Q8,22,More / cleaner restrooms / fix facilities,Negative
405,Q8COM2,Q8,23,AirTrain is slow / not functioning,Negative
419,Q8COM2,Q8,151,Wider selection of shops,Negative
435,Q8COM2,Q8,6,Airport seems crowded / cramped / noisy / too small / dimly lit,Negative
438,Q8COM2,Q8,152,Add a specific type of store,Negative
445,Q8COM2,Q8,1,General positive comment / everything is great,Positive
448,Q8COM2,Q8,102,Wider selection of restaurants,Negative
449,Q8COM2,Q8,74,Rental car center too congested / far / not accessible,Negative
450,Q8COM2,Q8,14,Charging stations / plugs don’t work / add more,Negative
451,Q8COM2,Q8,14,Charging stations / plugs don’t work / add more,Negative
453,Q8COM2,Q8,103,More casual/fast food options,Negative
456,Q8COM2,Q8,103,More casual/fast food options,Negative
457,Q8COM2,Q8,73,Expand pickup/dropoff points for TNCs,Negative
458,Q8COM2,Q8,6,Airport seems crowded / cramped / noisy / too small / dimly lit,Negative
474,Q8COM2,Q8,102,Wider selection of restaurants,Negative
477,Q8COM2,Q8,32,Boarding areas too small / uncomfortable during delays,Negative
485,Q8COM2,Q8,151,Wider selection of shops,Negative
490,Q8COM2,Q8,201,Security lines too long,Negative
493,Q8COM2,Q8,7,Update older areas / airport seems outdated,Negative
500,Q8COM2,Q8,102,Wider selection of restaurants,Negative
503,Q8COM2,Q8,104,"Add specific restaurant types (e.g., Asian, breakfast, pizza)",Negative
505,Q8COM2,Q8,33,More ATMs / currency exchange / water refill / fountains,Negative
517,Q8COM2,Q8,101,Too expensive / reduce prices / cheaper options,Negative
520,Q8COM2,Q8,75,More/cheaper parking / better signage & info,Negative
526,Q8COM2,Q8,14,Charging stations / plugs don’t work / add more,Negative
529,Q8COM2,Q8,17,More facilities for families / children,Negative
543,Q8COM2,Q8,103,More casual/fast food options,Negative
547,Q8COM2,Q8,208,Security staff polite/helpful/efficient,Positive
553,Q8COM2,Q8,102,Wider selection of restaurants,Negative
557,Q8COM2,Q8,63,Better signage/directions (general),Negative
562,Q8COM2,Q8,102,Wider selection of restaurants,Negative
569,Q8COM2,Q8,22,More / cleaner restrooms / fix facilities,Negative
571,Q8COM2,Q8,104,"Add specific restaurant types (e.g., Asian, breakfast, pizza)",Negative
586,Q8COM2,Q8,65,Better signage at arrivals / luggage pickup,Negative
596,Q8COM2,Q8,72,Approach by car too congested,Negative
605,Q8COM2,Q8,4,Don’t know / don’t come enough to know,Neutral
614,Q8COM2,Q8,151,Wider selection of shops,Negative
615,Q8COM2,Q8,72,Approach by car too congested,Negative
621,Q8COM2,Q8,105,Improve quality of food,Negative
624,Q8COM2,Q8,501,Increase airline staffing / check‑in too long / overburdened,Negative
631,Q8COM2,Q8,103,More casual/fast food options,Negative
644,Q8COM2,Q8,105,Improve quality of food,Negative
647,Q8COM2,Q8,32,Boarding areas too small / uncomfortable during delays,Negative
656,Q8COM2,Q8,6,Airport seems crowded / cramped / noisy / too small / dimly lit,Negative
659,Q8COM2,Q8,992,Positive comment about restaurants/food,Positive
672,Q8COM2,Q8,991,Positive comment about artwork,Positive
679,Q8COM2,Q8,994,Positive comment about seating/boarding areas,Positive
709,Q8COM2,Q8,101,Too expensive / reduce prices / cheaper options,Negative
725,Q8COM2,Q8,7,Update older areas / airport seems outdated,Negative
726,Q8COM2,Q8,14,Charging stations / plugs don’t work / add more,Negative
727,Q8COM2,Q8,56,Could not find gate / signage insufficient,Negative
729,Q8COM2,Q8,105,Improve quality of food,Negative
743,Q8COM2,Q8,54,Add more boarding gate signs in more areas,Negative
751,Q8COM2,Q8,5,Reduce delays / finish runway construction,Negative
758,Q8COM2,Q8,8,Staff (general) are great / excellent customer service,Positive
761,Q8COM2,Q8,1,General positive comment / everything is great,Positive
764,Q8COM2,Q8,6,Airport seems crowded / cramped / noisy / too small / dimly lit,Negative
769,Q8COM2,Q8,6,Airport seems crowded / cramped / noisy / too small / dimly lit,Negative
778,Q8COM2,Q8,60,Could not find information booths / staff,Negative
779,Q8COM2,Q8,151,Wider selection of shops,Negative
789,Q8COM2,Q8,151,Wider selection of shops,Negative
815,Q8COM2,Q8,54,Add more boarding gate signs in more areas,Negative
820,Q8COM2,Q8,53,Boarding signs rotate too quickly / text too small,Negative
821,Q8COM2,Q8,102,Wider selection of restaurants,Negative
826,Q8COM2,Q8,5,Reduce delays / finish runway construction,Negative
828,Q8COM2,Q8,151,Wider selection of shops,Negative
840,Q8COM2,Q8,1,General positive comment / everything is great,Positive
846,Q8COM2,Q8,14,Charging stations / plugs don’t work / add more,Negative
849,Q8COM2,Q8,41,Improve communications on gate changes / delays,Negative
854,Q8COM2,Q8,54,Add more boarding gate signs in more areas,Negative
870,Q8COM2,Q8,52,Signage inaccurate / confusing,Negative
896,Q8COM2,Q8,107,"More diet options (vegan, halal, gluten‑free)",Negative
898,Q8COM2,Q8,102,Wider selection of restaurants,Negative
910,Q8COM2,Q8,102,Wider selection of restaurants,Negative
914,Q8COM2,Q8,103,More casual/fast food options,Negative
921,Q8COM2,Q8,52,Signage inaccurate / confusing,Negative
924,Q8COM2,Q8,15,Add gym / yoga / massages,Negative
930,Q8COM2,Q8,58,Add more walkways / connect terminals / better directions,Negative
931,Q8COM2,Q8,1,General positive comment / everything is great,Positive
933,Q8COM2,Q8,5,Reduce delays / finish runway construction,Negative
960,Q8COM2,Q8,103,More casual/fast food options,Negative
965,Q8COM2,Q8,105,Improve quality of food,Negative
978,Q8COM2,Q8,102,Wider selection of restaurants,Negative
983,Q8COM2,Q8,22,More / cleaner restrooms / fix facilities,Negative
989,Q8COM2,Q8,62,Airport easy to get around / great layout / clean,Positive
999,Q8COM2,Q8,14,Charging stations / plugs don’t work / add more,Negative
1006,Q8COM2,Q8,1,General positive comment / everything is great,Positive
1007,Q8COM2,Q8,11,Better Wi‑Fi / connection issues / info about Wi‑Fi,Negative
1010,Q8COM2,Q8,204,Streamline customs/immigration; lines too long,Negative
1031,Q8COM2,Q8,56,Could not find gate / signage insufficient,Negative
1033,Q8COM2,Q8,151,Wider selection of shops,Negative
1036,Q8COM2,Q8,106,Positive comment about restaurants/food,Positive
1042,Q8COM2,Q8,62,Airport easy to get around / great layout / clean,Positive
1044,Q8COM2,Q8,103,More casual/fast food options,Negative
1047,Q8COM2,Q8,14,Charging stations / plugs don’t work / add more,Negative
1059,Q8COM2,Q8,110,Improve restaurant staff service / slow / rude,Negative
1073,Q8COM2,Q8,14,Charging stations / plugs don’t work / add more,Negative
1079,Q8COM2,Q8,56,Could not find gate / signage insufficient,Negative
1086,Q8COM2,Q8,14,Charging stations / plugs don’t work / add more,Negative
1090,Q8COM2,Q8,32,Boarding areas too small / uncomfortable during delays,Negative
1092,Q8COM2,Q8,3,Airport is OK / average (general),Neutral
1094,Q8COM2,Q8,14,Charging stations / plugs don’t work / add more,Negative
1105,Q8COM2,Q8,102,Wider selection of restaurants,Negative
1106,Q8COM2,Q8,202,Security area too crowded,Negative
1118,Q8COM2,Q8,7,Update older areas / airport seems outdated,Negative
1125,Q8COM2,Q8,1,General positive comment / everything is great,Positive
1131,Q8COM2,Q8,43,Make airport cleaner (general),Negative
1142,Q8COM2,Q8,103,More casual/fast food options,Negative
1149,Q8COM2,Q8,102,Wider selection of restaurants,Negative
1154,Q8COM2,Q8,107,"More diet options (vegan, halal, gluten‑free)",Negative
1163,Q8COM2,Q8,103,More casual/fast food options,Negative
1167,Q8COM2,Q8,56,Could not find gate / signage insufficient,Negative
